guID,Date,Start Time,End Time,Event Name,Location,Category,Host,Event Description
228,7/21/2023,8:30 PM,9:30 PM,3D-Print Finishing... like a Pro!,Panel 9 (Cosplay),Cosplay,MelPool,"Learn how to prep and paint 3D-printed props such as helmets and swords! Topics include gluing, sanding, filling in gaps, sanding, priming, sanding, painting, and sanding. Did I mention sanding?"
230,7/21/2023,10:00 PM,11:00 PM,Law and Cosplay,Panel 9 (Cosplay),Cosplay,Bee (@law_of_cosplay),"Hi there! My name is Bee, and I am currently a 1L in law school! I'm also an avid anime fan and cosplayer! Come discuss time management, law school strategies, professionalism, and how to work in a very formal profession while still being true to yourself."
232,7/21/2023,5:00 PM,5:30 PM,Rin Cosplay Performance,Panel 2,Panel,Rin,"Get ready for showtime, its Rin. She will be doing a short 30 minute Lip Sync Cosplay Performance to hype you up!"
236,7/21/2023,10:00 AM,2:00 PM,YuGiOh Advanced Format 32 Player Cap,YuGiOh,CCG,Tekko Staff,32 Player Advanced Format
237,7/21/2023,2:00 PM,6:00 PM,Advanced Format $10 Enty 32 Player Cap,YuGiOh,CCG,Tekko Staff,$10 Entry Fee Advanced 32 Player Cap
238,7/21/2023,6:00 PM,10:30 PM,Advanced Formal Player 32 Player Cap ,YuGiOh,CCG,Tekko Staff,Formal Advanced 32 Player Cap
239,7/21/2023,10:00 AM,11:00 PM,8 Man Drafts Available ALL DAY $15 Entry Fee,Magic,CCG,Tekko Staff,ALL DAY 8-man drafts
240,7/21/2023,10:30 AM,2:30 PM,Pioneer 32 Player Cap,Magic,CCG,Tekko Staff,
241,7/21/2023,2:30 PM,6:30 PM,Commander $10 Entry FEE No Player Cap,Magic,CCG,Tekko Staff,
242,7/21/2023,6:30 PM,11:00 PM,Lord of the Rings Sealed Pre-Release Kit $35 Entry Fee 32 Player Cap,Magic,CCG,Tekko Staff,
243,7/21/2023,11:00 AM,3:00 PM,Standard 32 Player Cap,Pokemon,CCG,Tekko Staff,
244,7/21/2023,3:00 PM,7:00 PM,Build-n-Battle Sealed $25 Entry Fee 16 Player Cap,Pokemon,CCG,Tekko Staff,
245,7/21/2023,7:00 PM,11:30 PM,Build-n-Battle Sealed $25 Entry Fee 16 Player Cap,Pokemon,CCG,Tekko Staff,
246,7/21/2023,11:30 AM,3:30 PM,Standard 16 Player Cap,Weiss Scwarz,CCG,Tekko Staff,
248,7/21/2023,3:30 PM,7:30 PM,Trial Deck Tournament $15 Entry Fee 16 Player Cap,Weiss Scwarz,CCG,Tekko Staff,
249,7/21/2023,12:00 PM,4:00 PM,Standard (Over Dress) 16 Player Cap,Cardfight! Vanguard,CCG,Tekko Staff,
250,7/21/2023,12:30 PM,5:00 PM,Advanced Format 16 Player Cap,Dragon Ball Super CCG,CCG,Tekko Staff,
252,7/21/2023,5:30 PM,9:30 PM,V-Premium $10 Entry Free 16 Player Cap,Cardfight! Vanguard,CCG,Tekko Staff,
253,7/21/2023,1:00 PM,5:30 PM,Advanced Format 16 Player Cap,Digimon CCG,CCG,Tekko Staff,
254,7/21/2023,6:00 PM,10:00 PM,Draft $15 Entry Fee 16 Player Cap,Digimon CCG,CCG,Tekko Staff,
255,7/21/2023,1:30 PM,6:00 PM,Standard 16 Player Cap,The One Piece,CCG,Tekko Staff,
256,7/21/2023,2:00 PM,6:30 PM,Structure Deck Tournament $15 Entry Fee 16 Player Cap,Battle Spirits Saga,CCG,Tekko Staff,
257,7/21/2023,11:30 AM,12:30 PM,Tekko Ribbon Game,Meet Ups,Meetups,Tekko Staff,
258,7/21/2023,11:00 AM,12:00 PM,Mogra Q&A,Gameshows! (Panel 3),Musical Guests,Mogra,
259,7/21/2023,1:00 PM,3:00 PM,Play to Win! (Abandon All Artichokes!),Board Game Booth,Boardgame,Tekko Staff,Learn to play one of our featured tabletop games! Then participate in a casual tournement for a chance to win a copy of the game!
260,7/21/2023,5:00 PM,7:00 PM,Play to Win! (Smash Up!),Board Game Booth,Boardgame,Tekko Staff,Learn to play one of our featured tabletop games! Then participate in a casual tournement for a chance to win a copy of the game!
261,7/21/2023,8:00 PM,9:00 PM,Play to Win! (Guild of Merchant Explorers!),Board Game Booth,Boardgame,Tekko Staff,Learn to play one of our featured tabletop games! Then participate in a casual tournement for a chance to win a copy of the game!
263,7/21/2023,11:00 AM,12:30 PM,Den-noh Coil,Video 1,N/A,Tekko Staff,(Rated TV-Y7)
264,7/21/2023,12:30 PM,2:30 PM,Drifting Home,Video 1,N/A,Tekko Staff,(Rated PG)
265,7/21/2023,2:30 PM,4:00 PM,Godzilla: Planet of the Monsters,Video 1,N/A,Tekko Staff,(Rated TV-14 for fear)
266,7/21/2023,4:00 PM,5:00 PM,Great Pretender (18+),Video 1,N/A,Tekko Staff,"(18+ Rating, ID required)"
267,7/21/2023,5:00 PM,6:30 PM,Tekko Bot's Choice (18+),Video 1,N/A,Tekko Staff,"It's a mystery. Come find out what Tekko Bot has been watching lately. The only one who knows is our video master, Scott. (18+ rating, ID required)"
268,7/21/2023,6:30 PM,7:30 PM,Tekko Bot's Choice,Video 1,N/A,Tekko Staff,"It's a mystery. Come find out what Tekko Bot has been watching lately. The only one who knows is our video master, Scott."
269,7/21/2023,7:30 PM,8:30 PM,Hunter x Hunter,Video 1,N/A,Tekko Staff,(Rated TV-14)
270,7/21/2023,8:30 PM,9:30 PM,Kotaro Lives Alone,Video 1,N/A,Tekko Staff,(Rated TV-14)
271,7/21/2023,9:30 PM,11:00 PM,Violet Evergard: Recollections,Video 1,N/A,Tekko Staff,(Rated TV-14)
272,7/21/2023,11:00 AM,12:00 PM,Pokemon,Video 2,N/A,Tekko Staff,(Rated TV-Y7)
273,7/21/2023,12:00 PM,1:00 PM,Bee and PuppyCat,Video 2,N/A,Tekko Staff,(Rated TV-PG)
274,7/21/2023,1:00 PM,2:00 PM,Aggretsuko,Video 2,N/A,Tekko Staff,(Rated TV-14)
275,7/21/2023,2:00 PM,3:00 PM,"Ronja, the Robber's Daughter",Video 2,N/A,Tekko Staff,(Rated 7+)
277,7/21/2023,3:00 PM,4:00 PM,Dino Girl Gauko,Video 2,N/A,Tekko Staff,(Rated TV-Y7)
278,7/21/2023,4:00 PM,5:00 PM,After the Rain,Video 2,N/A,Tekko Staff,(Rated TV-14)
280,7/21/2023,5:00 PM,6:00 PM,A Flying Princess and a Secret Island,Video 2,N/A,Tekko Staff,G
281,7/21/2023,6:00 PM,7:30 PM,Princess Tutu,Video 2,N/A,Tekko Staff,(Rated TV-14)
282,7/21/2023,7:30 PM,9:00 PM,Bastard!,Video 2,N/A,Tekko Staff,"(18+ Rating, ID required)"
283,7/21/2023,9:00 PM,10:00 PM,Demon City Shinjuku,Video 2,N/A,Tekko Staff,"(18+ Rating, ID required)"
284,7/21/2023,10:00 PM,11:00 PM,Yakitori: Soldiers of Misfortune,Video 2,N/A,Tekko Staff,"(18+ Rating, ID required)"
285,7/22/2023,6:00 PM,7:00 PM,Tekko Bot's Choice (18+),Video 1,N/A,Tekko Staff,"It's a mystery. Come find out what Tekko Bot has been watching lately. The only one who knows is our video master, Scott."
286,7/22/2023,7:00 PM,8:00 PM,Goku Midnight Eye,Video 1,N/A,Tekko Staff,"(18+ Rating, ID required)"
287,7/22/2023,8:00 PM,9:00 PM,Goku Midnight Eye II,Video 1,N/A,Tekko Staff,"(18+ Rating, ID required)"
288,7/22/2023,9:00 PM,11:00 PM,Black Clover: Sword of the Wizard King,Video 1,N/A,Tekko Staff,(Rated TV-14)
290,7/22/2023,11:00 PM,12:00 AM,My Happy Marriage,Video 1,N/A,Tekko Staff,(Rated TV-14)
292,7/22/2023,11:00 AM,12:00 PM,Pokemon: The Arceus Chronicles,Video 2,N/A,Tekko Staff,(Rated TV-Y7)
294,7/22/2023,12:00 PM,1:00 PM,Chii's Sweet Adventure,Video 2,N/A,Tekko Staff,(All ages)
295,7/22/2023,1:00 PM,2:00 PM,Romantic Killer,Video 2,N/A,Tekko Staff,(Rated TV-14)
297,7/22/2023,2:00 PM,4:00 PM,One Piece: Strong World,Video 2,N/A,Tekko Staff,(Rated TV-PG)
299,7/22/2023,5:30 PM,8:30 PM,Tekko Bot's Choice,Video 2,N/A,Tekko Staff,"It's a mystery. Come find out what Tekko Bot has been watching lately. The only one who knows is our video master, Scott."
301,7/22/2023,8:30 PM,9:30 PM,KenIchi: the Mightiest Disciple,Video 2,N/A,Tekko Staff,(Rated 13+)
302,7/22/2023,11:00 PM,12:00 AM,BNA,Video 2,N/A,Tekko Staff,(Rated TV-14)
303,7/22/2023,9:00 PM,10:30 AM,LUPIN THE 3rd vs. CAT’S EYE,Video 2,N/A,Tekko Staff,(Rated 13+)
306,7/22/2023,4:00 PM,5:30 PM,Little Nemo: Adventures in Slumberland,Video 2,N/A,Tekko Staff,(Rated G)
308,7/22/2023,6:00 PM,7:00 PM,Kendo Demo and Lesson,Formal Ballroom,Industry Guests,Pittsburgh Swordfighters,"If you’ve heard of Miyamoto Musashi, a warrior hailed as the greatest samurai swordsman, then you are familiar with what kendo teaches.

Want to learn directly from PSF instructors? Be sure to complete this form: https://forms.gle/sQx8z1MA5xnbnetM7

Ten slots are available to those who apply on a first come, first serve basis for this no contact class. Spectators are welcome."
309,7/22/2023,5:30 PM,6:30 PM,Let's Get it Started with Torbjorn! w/ Keith Silverstein,Panel 1,Voice Actor Guests,Keith Silverstein,
310,7/21/2023,12:00 PM,1:00 PM,The Hell of It,Tekko Gakkou,Industry Guests,Charles Dunbar,"ou close your eyes, breathe your last... and then what? Where does one go after they die? Well in Japan...that can get complicated. This panel focuses on death mythology and storytelling: from the fiery pits of the Jigoku to the corrupted realms of the yomi, even unto the paradise of the Pure Lands or the family kami, the various worlds and denizens of the ""other"" will be explored for those with a strong heart, compassion, and a thirst to know what lies beyond"
311,7/22/2023,3:00 PM,4:00 PM,Rip-Roaring Heart-Pounding Action AMVS,AMV,AMV,Tekko Staff,The title says it all - it's an Action AMV overdose!
312,7/22/2023,12:00 PM,2:00 PM,Tekko Karaoke,Panel 2,Karaoke,Tekko Staff,
313,7/22/2023,10:00 AM,11:00 AM,Cuteness Overload!,AMV,AMV,Tekko Staff,"These AMVs are cute, cuddly, and wuwu, ready to share their sugary-sweetness with all of you!"
315,7/22/2023,11:00 AM,12:00 PM,War ... War Never Changes™,AMV,AMV,Tekko Staff,"This is the end, my friend, of all things."
317,7/22/2023,12:00 PM,1:00 PM,AMV 102: Bluray Edition,AMV,Panel,Tekko Staff,"While AMV 101 gave our audience a good start of the fundamentals, we will now dig deep into the various terminology of the industry.  From examining Aspect Ratio to the various shades of High Definition, our staff will arm you with what you need to elevate beyond the basics!"
318,7/22/2023,1:00 PM,3:00 PM,Tekko 2023 AMV Contest,AMV,Main Event,Tekko Staff,Our annual AMV Contest returns for another year!  Come join us as we put on the latest AMVs for our audience to enjoy and vote on the best!
319,7/22/2023,10:00 AM,11:00 AM,Tekko Idolfest! - REHEARSAL,Stage Uzume,Dance/Music,Tekko Staff,Rehearsal for Tekko Idolfest performers! Stage Uzume is closed during this time.
320,7/22/2023,1:00 PM,2:30 PM,Tekko Idolfest!,Stage Uzume,Dance/Music,Tekko Staff,"Bring your penlights and your loudest cheering voice! Tekko's premiere idol and kpop cover events are BACK under one event in the Tekko Idolfest!  Eight performing acts will take the stage as jpop, idol anisong, kpop, and other genres combine on Stage Uzume! Please come support these wonderful idols, talents, and performers as we bring back this event with a bang!"
321,7/22/2023,4:00 PM,5:00 PM,"Free Source, and How To Use It",AMV,Panel,Tekko Staff,"So, you have an AMV idea, but want to find some free sources that you can use to fit your ends?"
322,7/22/2023,5:00 PM,6:00 PM,AMVs Can Be So Dramatic,AMV,AMV,Tekko Staff,Join us for some Drama videos that tend to blend a lot of different genres into something that will bring the emotion!
323,7/22/2023,6:00 PM,7:00 PM,Club AMV,AMV,AMV,Tekko Staff,Come in and (armchair) dance to some dance AMVs.
324,7/22/2023,1:00 PM,2:00 PM,Pokemon Playtime,Chibi,Panel,Tekko Staff,Come ready to hear a fun story about cosplay and conventions! Be ready to show and tell your amazing outfit and try some practice poses for the camera. Kids age 12 & under and their families welcome.
325,7/22/2023,5:00 PM,6:00 PM,Origami Workshop (Ages 12 & under),Chibi,Panel,Genkage,"This is a panel for those who have never tried Origami (The Japanese art of folding paper) before, but were always curious.  Origami paper will be provided. Kids age 12 & under and their families welcome."
326,7/22/2023,6:00 PM,8:00 PM,E-For Everyone (All ages),Chibi,Panel,Tekko Staff,"Rated E-For Everyone, stop by Chibi to see what fun assortment of crafts and activities we have for the young and young at heart! All ages welcome. "
327,7/22/2023,6:00 PM,8:00 PM,Model Kit Room Open: Pick up your kits!,Model Competition,N/A,Tekko Staff,Room is open to view kits that remain on display. REMEMBER TO PICK UP KITS IF YOU DROPPED THEM OFF.
328,7/22/2023,11:00 AM,11:30 AM,Hunter x Hunter Photo Meet-Up,Photospot A,Photoshoot,N/A,"Whether you’re trying to get your Hunter License, or a part of the Phantom Troop, come hang out and have fun with other HunterxHunter fans!"
329,7/22/2023,11:00 AM,12:00 PM,Undertale/Deltarune Photo Meet-Up,Photospot E,Photoshoot,N/A,Cosplayers and fellow fans will be filled with determination at the Undertale/Deltarune meet up!
330,7/22/2023,11:00 AM,12:00 PM,Genshin Impact Photo Meet-Up,Photospot B,Photoshoot,N/A,"Whether you’re a cosplayer, the traveler, or just a fan all are welcome to the Genshin Impact meet-up."
331,7/22/2023,12:00 PM,1:00 PM,Hazbin Hotel/ Helluva Boss Photo Meet-Up,Photospot D,Photoshoot,N/A,Photoshoot for any Hazbin hotel or Helluva Boss characters!
332,7/22/2023,12:00 PM,12:15 PM,MoistCr1TiKaL Photo Meet-Up,Photospot C,Photoshoot,N/A,Attention all Charlie Clones we need to come and meet up for one big moist meetup.
333,7/22/2023,12:15 PM,1:00 PM,Super Smash Bros Photo Meet-Up,Photospot B,Photoshoot,N/A,“Photo meet up approaching!” A fan of Super Smash Bros or any game series in the game. This will be an exciting meet up for you!
334,7/22/2023,12:30 PM,1:00 PM,Project Sekai/Colorful Stage Photo Meet-Up,Photospot E,Photoshoot,N/A,Come meet new friends from Sekai at the Colorful Stage cosplay meetup!
335,7/22/2023,1:00 PM,1:45 PM,Fairy Tail Photo Meet-Up,Photospot B,Photoshoot,N/A,Fellow Fairy Tail cosplayers join the guild at the Fairy Tail meet-up grab some photos and make new friends!
336,7/22/2023,1:00 PM,1:30 PM,Vocaloid & Virtual Singers Photo Meet-Up,Photospot E,Photoshoot,N/A,Tekkoloid is a Group of Vocaloid and Virtual Singer Fans in Southwestern Pennsylvania. This group plans a Meet-Up every year at Tekko!
337,7/22/2023,1:00 PM,1:30 PM,Phasmophobia Photo Meet-Up,Photospot C,Photoshoot,N/A,"Any fellow ghost hunters are encouraged to join! We'll be ready for whatever spooky person comes our way with EMFs, Flashlights, Cameras, etc!"
338,7/22/2023,1:00 PM,1:30 PM,Sailor Moon Photo Meet-Up,Photospot D,Photoshoot,N/A,No matter if your a fellow fan or cosplayer come meet take pictures and sparkle at our meet up!
339,7/22/2023,1:30 PM,2:00 PM,OMORI Photo Meet-Up,Photospot E,Photoshoot,N/A,Come and enjoy the photomeet! All it costs is your love!
340,7/22/2023,1:45 PM,2:15 PM,Twisted Wonderland Photo Meet-Up,Photospot D,Photoshoot,N/A,Enrolled at Night Raven College? Have a “villainous heart”? Join us for this photo meet.
341,7/22/2023,2:00 PM,3:00 PM,JoJo’s Bizarre Adventure Photo Meet-Up,Photospot A,Photoshoot,N/A,Are you a JJBA Cosplayer or fan? Come one come all to the meetup! Meet fellow Jojo fans and enjoy a photomeetup with all your favorite characters!
342,7/22/2023,2:00 PM,2:30 PM,Overwatch Photo Meet-Up,Photospot E,Photoshoot,N/A,"Rally the Heroes, Summon the Talon Troops! Background-characters welcome too! A Meetup for all Overwatch-related characters meeting here!"
343,7/22/2023,2:00 PM,3:00 PM,Studio Ghibli Photo Meet-Up,Photospot C,Photoshoot,N/A,"The love affair with Miku, Luka, the Kagamine twins, and the rest of the digital idols is never really over.  Come represent your favorite and share your love for VOCALOID!"
344,7/22/2023,2:00 PM,3:00 PM,My Hero Academia  Photo Meet-Up,Photospot B,Photoshoot,N/A,Join us as we go Plus Ultra! All fans are welcome!
345,7/22/2023,5:00 PM,6:00 PM,Chainsaw Man Photo Meet-Up,Photospot D,Photoshoot,N/A,You a Devil? Or a Devil hunter? Show off you Chainsaw Man Cosplay for all to see!
346,7/22/2023,5:00 PM,5:30 PM,Fullmetal Alchemist Photo Meet-Up,Photospot C,Photoshoot,N/A,Miss Fullmetal Alchemist? Come relive your favorite anime in real life!
347,7/22/2023,5:00 PM,5:30 PM,Fire Emblem Photo Meet-Up,Photospot E,Photoshoot,N/A,It's a photo shoot for Fire Emblem fans and cosplayers. All are welcome so bring you and your army down to get some photos and chat with fans of the series.
348,7/22/2023,5:30 PM,6:00 PM,Stranger Things Photo Meet-Up,Photospot E,Photoshoot,N/A,Any Stranger Things fans or Cosplayers welcome!
349,7/22/2023,5:30 PM,6:30 PM,Danganronpa Photo Meet-Up,Photospot B,Photoshoot,N/A,Come join the rest of your fellow Hope's Peak Academy classmates for some despair inducing photographs! Cosplayer or fan in general; all are welcome!
350,7/22/2023,5:30 PM,6:30 PM,Critical Role Photo Meet-Up,Photospot C,Photoshoot,N/A,Critters and Cosplayers are welcome at the Critical Role photoshoot.
351,7/22/2023,6:00 PM,6:45 PM,The Owl House Photo Meet-Up,Photospot E,Photoshoot,N/A,Hoot hoot! Time for humans and witches to gather round to take some photos and have a good time!
352,7/22/2023,6:00 PM,7:00 PM,Attack on Titan Photo Meet-Up,Photospot D,Photoshoot,N/A,Join us for a titan sized meet-up for Attack On Titan.
353,7/22/2023,6:30 PM,7:00 PM,Destiny Photo Meet-Up,Photospot C,Photoshoot,N/A,"Cosplayers and/or Guardians of the Light and Darkness, come together and spread joy at the Destiny meet up!"
354,7/22/2023,6:30 PM,7:30 PM,Marvel/DC Photo Meet-Up,Photospot B,Photoshoot,N/A,"Avengers (and Justice League)...assemble! Heroes, villains and everyone in-between are invited to this meet-up!"
355,7/22/2023,6:30 PM,7:15 PM,Pokemon Photo Meet-Up,Photospot A,Photoshoot,N/A,"Calling all Pokemon cosplayers and fans, whether you’re a trainer or a pocket monster, come to the Pokemon meet-up!"
356,7/22/2023,7:00 PM,8:00 PM,Naruto/Boruto Photo Meet-Up,Photospot D,Photoshoot,N/A,"Calling all ninjas - it's that time of year again to meet up and get some photos of your awesome cosplay!! You can be anyone from the Naruto or Boruto series.  If you don't cosplay and are still a fan of the series, you are still more than welcome to come and hang during the duration of the shoot. Can't wait to see everyone again!"
357,7/22/2023,7:00 PM,8:00 PM,Dragon Age Photo Meet-Up,Photospot E,Photoshoot,N/A,Create your own story at the Dragon Age Meet Up!
358,7/22/2023,11:30 AM,2:30 PM,Masquerade Rehearsal,Main Stage,Main Event,Tekko Staff,
359,7/22/2023,2:30 PM,3:00 PM,Masquerade Seating,Main Stage,Non Event Spacer,Tekko Staff,
361,7/22/2023,3:00 PM,6:30 PM,Masquerade,Main Stage,Main Event,Tekko Staff,
362,7/22/2023,6:30 PM,7:30 PM,Closed for Concert Setup,Main Stage,Non Event Spacer,Tekko Staff,
363,7/22/2023,7:30 PM,9:30 PM,Burnout Syndromes,Main Stage,Main Event,Burnout Syndromes,
364,7/22/2023,9:30 PM,10:00 PM,Room Clear,Main Stage,Non Event Spacer,Tekko Staff,
365,7/22/2023,10:00 PM,2:00 AM,Tekko Dance Party,Main Stage,Main Event,Various Guests,
366,7/22/2023,1:00 PM,2:00 PM,Demon Slayer w/ Brandon McInnis,Panel 1,Voice Actor Guests,Brandon McInnis,
367,7/22/2023,2:30 PM,3:30 PM,Waking Up in Another World w/ Kayli Mills,Panel 1,Voice Actor Guests,Various Guests,
368,7/22/2023,4:00 PM,5:00 PM,Black Clover Q&A w/ J. Michael Tatum,Panel 1,Voice Actor Guests,Various Guests,
369,7/22/2023,7:00 PM,8:00 PM,Ani-Madlibs w/ Khoi Dao & Laura Stahl,Panel 1,Voice Actor Guests,Various Guests,
370,7/22/2023,9:00 PM,10:00 PM,Room Closed for Drag Show Setup,Panel 1,Non Event Spacer,Lip Sync for Your Extra Life! Charity Drag Show,Room is closed to you! We are busy. 
371,7/22/2023,10:00 PM,11:30 PM,Lip Sync for your Extra Life! Charity Drag Show 18+,Panel 1,Main Event,Lip Sync for Your Extra Life! Charity Drag Show,
372,7/22/2023,10:30 AM,11:30 AM,Meta Q&A,Panel 2,Industry Guests,Meta,
373,7/22/2023,12:00 AM,2:00 AM,Kawaiipocalypse Karaoke,Panel 2,Karaoke,Tekko Staff,It's Kawaii! It's Apocalypse! It's time for Kawaiipocalypse Karaoke
374,7/22/2023,2:30 PM,3:30 PM,Caleb Hyles & Jonathan Young Q&A,Panel 2,Musical Guests,Caleb Hyles & Jonathan Young,
375,7/22/2023,4:00 PM,5:00 PM,"Aria of the Soul: Persona, Mythology, Psychology, and You",Panel 2,Industry Guests,Charles Dunbar,
376,7/22/2023,5:30 PM,6:30 PM,Meta Q&A,Panel 2,Industry Guests,Meta,
377,7/22/2023,7:00 PM,8:00 PM,Songs on the Spot w/ Nancy Kepner,Panel 2,Industry Guests,Nancy Kepner,
378,7/22/2023,10:00 AM,11:00 AM,Tekko Today Live,Hall Stage,Main Event,Aaron Fristik ,
379,7/22/2023,11:30 AM,12:30 PM,My Hero Academia Most Likely To?,Hall Stage,Gameshow/Game,Falling Star Pro,"""My Hero Academia - Most Likely To?"" is an interactive experience where you get to express which character you believe would do something, simply by stepping to one side of the room. For example, ""Which character do you think is most likely to bring a stray squrrel into the dorms and keep it as a pet?"" or ""Which character is most likely to find themselves accidentally in a League of Villians Discord?"". The character options will be on the screen and participants will move in one direction or the other to support their character. See what others have to say and make connections with like minded individuals, plus it's just fun!"
382,7/22/2023,1:00 PM,2:00 PM,Fashion Showcase,Hall Stage,Fashion,Various Guests,
383,7/22/2023,3:00 PM,4:00 PM,Anime Would You Rather The Sequel,Hall Stage,Gameshow/Game,Falling Star Pro,"Tekko 2022, Falling Star Pro brought you: Anime Would You Rather, now join us again for Anime Would you Rather - The Sequel! Anime Would You Rather is an interactive experience where you get to express which you would rather simply by stepping to one side of the room. Would you rather eat a piece of All Might's Hair or Sakuna's fingers? Would you rather live in the slums or become an Edge Runner? Different questions, same hosts, see what others have to say and make connections with like minded individuals, plus it's just fun! "
384,7/22/2023,4:00 PM,5:00 PM,Nancy Kepner Live!,Hall Stage,Industry Guests,Nancy Kepner,
385,7/22/2023,5:30 PM,6:30 PM,Tekko Tonight Live,Hall Stage,Main Event,Aaron Fristik ,
386,7/22/2023,6:30 PM,8:00 PM,Tekko Auction (CANCELLED),Hall Stage,Main Event,Tekko Staff,
387,7/22/2023,9:00 PM,10:00 PM,Tekko Late Night Live! w/ Khoi Dao & Laura Stahl,Hall Stage,Main Event,Various Guests,
388,7/22/2023,7:30 PM,8:30 PM,The ABC's of BDSM in Hentai,Panel 7 (18+),18+,Otaku Mocha,Come join us for a fun and eventful discussion on the use of some kinks and BDSM in hentai.  
389,7/22/2023,11:30 AM,12:30 PM,Open Stage - Performer Priority,Stage Uzume,Dance/Music,Tekko Staff,"Do you want to show off any dancing, music, or whatever you like performing for passersby? Come stop by Stage Uzume and hop on up!  Anyone is welcome, but priority will be given for music/non-dance performers!

(You are responsible for bringing your own equipment.)"
390,7/22/2023,12:30 PM,1:00 PM,STAGE UZUME CLOSED,Stage Uzume,Non Event Spacer,Tekko Staff,
390,7/22/2023,2:30 PM,3:30 PM,Idolfest! Meet and Greet,Stage Uzume,Dance/Music,Tekko Staff,
390,7/22/2023,3:30 PM,3:45 PM,Attendee Performance (Serenalis),Stage Uzume,Dance/Music,Tekko Staff,
391,7/22/2023,4:30 PM,5:30 PM,Open Stage - Dance Priority,Stage Uzume,Dance/Music,Tekko Staff,"Do you want to show off any dancing, music, or whatever you like performing for passersby? Come stop by Stage Uzume and hop on up!  Anyone is welcome, but priority will be given for dancers!

(You are responsible for bringing your own equipment.)"
392,7/22/2023,6:00 PM,8:30 PM,Dance Gathering Meetup,Stage Uzume,Dance/Music,Tekko Staff,
393,7/22/2023,9:00 PM,10:30 PM,BTS Dance Party (ft. imyoonotyou),Stage Uzume,Dance/Music,Tekko Staff,
394,7/22/2023,10:30 PM,12:00 AM,Random Dance Play,Stage Uzume,Dance/Music,Tekko Staff,
394,7/22/2023,12:00 AM,1:30 AM,Jpop Chill Hours,Stage Uzume,Dance/Music,Tekko Staff,
395,7/22/2023,12:00 PM,1:00 PM,Fitness & Anime - Using Anime as Motivation for Your Own Health Goals,Tekko Gakkou,Gakkou Panel,Abby Kirschler,Ever gotten fired up to work out after watching an anime character's training montage? Come learn how you can begin your own training arc from a certified personal trainer! 
396,7/22/2023,8:30 PM,9:30 PM,The Danganronpa Class Trial at Tekko 23',Gameshows! (Panel 3),Gameshow/Game,N/A,"All Rise! The fight between Hope and Despair has come to Tekko 2023! One of your fellow attendees has been murdered, and it's up to you to figure out who the ""Blackened"" is. Search for the truth bullets throughout the con that will lead you to the truth. Then, join your favorite characters across the Danganronpa franchise as they debate to find out who among them has been found guilty. Discover all of the clues, and you may have an opportunity to come up and join the debate yourself! Hope; Despair. Which side will win? Join us to find out!"
397,7/22/2023,12:00 PM,1:00 PM,Anime Family Feud,Gameshows! (Panel 3),Gameshow/Game,TheOutbackAl,"It's the game you all know and love with an anime twist. Come join us for clashing contestants, fabulous prizes, and a somewhat tolerable host at Anime Family Feud. Two teams enter, one team leaves… with prizes."
398,7/22/2023,10:30 AM,11:30 AM,Short and Sweet: The Appeal of Short Anime,Panel 8,Panel,Adam Rish,"Do you want to watch some anime, but are limited on time or cannot commit to a multi-hour binge? Allow me to recommend short anime, with episodes less than 10 minutes and seasons less than an hour."
399,7/22/2023,2:00 PM,3:30 PM,WTF Japan?!  (18+),Panel 7 (18+),18+,Punny Panels,"Japan is full of foods, ads, movies and more that may seem unusual here in America. Punny Panels is ready to blow your mind with these out of this world (and sometimes 18+) Japanese products."
400,7/22/2023,3:30 PM,4:30 PM,Armor Academy: Samurai Armor,Panel 6 (Workshops),Workshop,Alyxe Khei,"In this panel, we’ll teach the basics of “Kusari” – a Japanese style of armor similar to European chainmail, and leave you with a small piece crafted by your own hands. Their will be a 15 dollar materials fee to participate, but any are welcome to watch."
401,7/22/2023,4:30 PM,5:30 PM,Armor Academy: Leather,Panel 6 (Workshops),Workshop,Alyxe Khei,"In this panel, we will teach you the basics of how to make leather armor, and leave you with a custom leather bracer made by your own hands. There will be a 25 dollar materials fee, but any are welcome to watch."
402,7/22/2023,2:30 PM,3:30 PM,Armor Academy: Plate Armor,Panel 6 (Workshops),Workshop,Alyxe Khei,"In this panel, we will teach you how to make your own plate armor, and leave you with a bracer literally forged by your own hands. There will be a 25 dollar materials fee to participate, but any may observe for free."
403,7/22/2023,1:30 PM,2:30 PM,"I'm A Disney Adult, and that's Okay!",Panel 4,Panel,Darling NerdDoll ,"Come discuss all things Disney in this fun, open forum. I'll share some of my memories and then welcome you all to share yours. While this is geared towards adults, children are welcome. Bring stories or questions, and we'll provide a little pixie dust for your day!"
405,7/22/2023,10:30 AM,11:30 AM,Cultism In Japan,Tekko Gakkou,Gakkou Panel,Black Hole Production,"Why are cults prevalent in Japan? We will look at cults from anime, film and actual cults in Japan while reviewing history, and socio-economic changes that may have caused cultism to flourish.  "
407,7/22/2023,9:30 PM,10:30 PM,Lolita (on a Budget),Panel 8,Fashion,Bryce Volk,Interested in Lolita Fashion but put off by the price? Learn where to find cute pieces that don’t break the bank. 
