guID,Date,Start Time,End Time,Event Name,Location,Category,Host,Event Description
647,7/23/2023,10:00 AM,11:00 AM,StarsOfCassiopeia: Upgrade Your Premade!,Panel 9 (Cosplay),Cosplay,StarsOfCassiopeia,Buying cosplay is easier than ever: cosplay guest StarsOfCassiopeia will cover basics of revamping premade costumes to fit you better and look one-of-a-kind!
648,7/23/2023,11:00 AM,12:00 PM,Dirty Tricks: Distressing + Weathering,Panel 9 (Cosplay),Cosplay,Lutavia,"Don't drive a car over your costume! Instead, join Lutavia Cosplay to learn about safely weathering and distressing your armor and sewn garments, from dirt and grime to blood, wear and tear, and more."
649,7/23/2023,1:00 PM,2:00 PM,In It Together: Group Cosplays,Panel 9 (Cosplay),Cosplay,Fin H,"Ever want to cosplay, but don't want to do it alone? Or how about wanting to get a group together, but not knowing where to start? Come join us and talk about how to get a group cosplay going. What you can do to have fun and crunch less."
650,7/23/2023,12:00 PM,1:00 PM,Samurai Dan's Fur Babies,Panel 2,Industry Guests,Samurai Dan,
651,7/23/2023,1:30 PM,2:30 PM,The Madness of Junji Ito Over the past 20+ years,Panel 2,Industry Guests,Charles Dunbar," Junji Ito has built a reputation for terrifying stories, macabre art, and turning the mundane into the scariest things imaginable. Most of the time it delivers. Sometimes it doesn’t. But it is a testament to his creativity and ambition that he keeps pushing the envelope further and further. This panel will explore his creations, from his landmark series to his undiscovered gems. And hopefully shed a wider light on the madness of this genius artist."
652,7/23/2023,10:30 AM,11:00 AM,Bell the Cat,LARP 2,LARP,Tekko Staff,"This scenario is a gathering of mice in a panel inside the wall. Outside, in the room, lies a multitude of cheese, sausage, and other foods. Unfortunately, patrolling around the food is a large, hungry cat. If the cat were belled, the mice could hear it coming and escape, but who is to bell the cat?

Famous mice discuss plans and try not to die. Come play your favorite famous mouse! "
653,7/23/2023,11:00 AM,11:30 AM,A Crow Funeral,LARP 2,LARP,Tekko Staff,"A fellow crow has died and we will gather to mourn their passing, but more importantly to understand why they died. Not in a metaphysical way, but in a practical way - what killed this creature and how can we ensure it won’t kill us as well? We are crows and this is the crow way.

In A Crow Funeral, the players take the roles of opinionated crows arguing the cause of death of a member of their murder. At the beginning of play, players will split apart for a short while,then come together and join as a group. The game uses a simple hand-stacking mechanic guiding who can speak at any given moment. 

Players should know that the game involves touching hands and people being shouted down forspeaking out of turn."
654,7/23/2023,11:30 AM,12:00 PM,A Crow Funeral,LARP 2,LARP,Tekko Staff,"A fellow crow has died and we will gather to mourn their passing, but more importantly to understand why they died. Not in a metaphysical way, but in a practical way - what killed this creature and how can we ensure it won’t kill us as well? We are crows and this is the crow way.

In A Crow Funeral, the players take the roles of opinionated crows arguing the cause of death of a member of their murder. At the beginning of play, players will split apart for a short while,then come together and join as a group. The game uses a simple hand-stacking mechanic guiding who can speak at any given moment. 

Players should know that the game involves touching hands and people being shouted down forspeaking out of turn."
655,7/23/2023,10:00 AM,3:00 PM,Open Play ,Weiss Scwarz,CCG,Tekko Staff,
656,7/23/2023,10:00 AM,3:00 PM,Open Play ,Cardfight! Vanguard,CCG,Tekko Staff,
657,7/23/2023,10:00 AM,3:00 PM,Open Play ,Dragon Ball Super CCG,CCG,Tekko Staff,
658,7/23/2023,10:00 AM,3:00 PM,Open Play,Digimon CCG,CCG,Tekko Staff,
659,7/23/2023,10:00 AM,3:00 PM,Open Play ,The One Piece,CCG,Tekko Staff,
660,7/23/2023,10:00 AM,3:00 PM,Open Play ,Battle Spirits Saga,CCG,Tekko Staff,
661,7/23/2023,10:00 AM,11:00 AM,Tekko Ribbon Game,Meet Ups,Meetups,Tekko Staff,
662,7/23/2023,12:00 PM,12:30 PM,Board Game Raffle Drawing!,Board Game Booth,Boardgame,Tekko Staff,"Come win fabulous board game prizes! Earn raffle tickets by playing board games, and be entered to win our featured board games!"
663,7/22/2023,12:45 PM,1:45 PM,Love Live! Photo Meet-Up,Photospot A,Photoshoot,#N/A, Calling all Love Live fans and cosplayers! Come strike your best idol pose at this Love Live photoshoot. 
